o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
4201891,12506,O,51442.57,1995-08-18,2-HIGH,Clerk#000000826,0,"s wake thinly. final, "
4201892,30251,O,164689.51,1995-11-27,1-URGENT,Clerk#000000077,0,"ial requests nod. blithely special requests nag slyly. final, even theod"
4201893,61895,F,270655.46,1993-09-07,2-HIGH,Clerk#000000272,0, detect furiously blithely regula
4201894,12839,O,250393.64,1996-12-04,5-LOW,Clerk#000000964,0,fully regular excuses boost ironic requests. furiously ironic 
4201895,70516,F,136475.27,1993-09-13,1-URGENT,Clerk#000000722,0,c ideas wake. furiously final foxes sl
4201920,129553,F,80717.65,1992-11-12,4-NOT SPECIFIED,Clerk#000000161,0,uriously final theodolites cajole furious package
4201921,127108,F,233384.02,1992-06-22,5-LOW,Clerk#000000349,0,ly ironic requests boost blithely regular platelets. furiously 
4201922,123983,O,211685.06,1995-07-10,5-LOW,Clerk#000000704,0,s sleep quickly. quickly express orb
4201923,125303,O,41431.22,1998-07-18,3-MEDIUM,Clerk#000000680,0,ely bold requests. carefully 
4201924,103732,F,1166.08,1992-08-19,3-MEDIUM,Clerk#000000827,0,cajole blithely carefully exp
4201925,122959,F,234127.62,1994-04-18,4-NOT SPECIFIED,Clerk#000000102,0,quickly final dependenci
4201926,18740,F,54105.94,1994-01-08,4-NOT SPECIFIED,Clerk#000000159,0,ding deposits. quickly fluffy requests haggle reg
4201927,96448,O,230333.93,1997-04-25,4-NOT SPECIFIED,Clerk#000000915,0,"s along the pending, regular requests shall have to are bl"
4201952,89156,O,51325.80,1996-02-26,5-LOW,Clerk#000000786,0,lithely bold deposits impress slyly. quickly ironic accounts cajole carefully
4201953,87787,O,150945.42,1996-08-12,4-NOT SPECIFIED,Clerk#000000770,0,ckages engage quickly about the theodolites. theodolites a
4201954,9334,F,179246.18,1993-02-04,5-LOW,Clerk#000000498,0,ckages around the even deposits wake carefully abov
4201955,94628,O,227640.71,1997-08-10,2-HIGH,Clerk#000000314,0, unusual requests grow fluffily quickly sile
4201956,103684,F,299623.60,1994-06-16,3-MEDIUM,Clerk#000000370,0,"ng the blithely final courts solve quickly silent, final requests. slyl"
4201957,43417,F,16580.16,1992-03-12,4-NOT SPECIFIED,Clerk#000000636,0,ost quick pains. quickly regular requests are instructions. carefully ex
4201958,94501,F,122627.40,1995-01-05,5-LOW,Clerk#000000181,0,ackages. blithely i
4201959,44851,F,26798.68,1994-01-11,1-URGENT,Clerk#000000385,0,ironic gifts haggle. even
4201984,48128,F,147420.92,1994-04-27,4-NOT SPECIFIED,Clerk#000000200,0,efully regular deposits a
4201985,80161,F,86945.72,1993-01-19,3-MEDIUM,Clerk#000000177,0,equests nag quickly pending 
4201986,102608,F,194505.48,1992-09-02,2-HIGH,Clerk#000000398,0,ructions. final packages haggle about
4201987,130508,O,117858.55,1997-12-02,2-HIGH,Clerk#000000743,0,r requests wake quickly. blithely even asymptotes sleep 
4201988,142090,F,130737.00,1993-11-26,1-URGENT,Clerk#000000387,0,e according to the regular packages. carefully regular account
4201989,75685,O,155133.99,1995-11-07,4-NOT SPECIFIED,Clerk#000000494,0, gifts haggle. express accounts cajole slyly ironic accounts. patterns ab
4201990,9973,O,100643.78,1998-04-20,3-MEDIUM,Clerk#000000048,0,s nag slyly. fluffily bold theodolites about
4201991,44101,F,133996.37,1992-03-15,3-MEDIUM,Clerk#000000658,0,es integrate blithely unusual pinto beans. blithely ironic reque
4202016,42779,F,59322.59,1992-11-24,2-HIGH,Clerk#000000845,0,l pinto beans sleep carefully after the ironic packages. tithes ar
4202017,20941,F,89906.24,1994-05-24,1-URGENT,Clerk#000000439,0,ress instructions after the furiously bold packages use furiously across 
4202018,40526,O,91505.30,1997-02-06,1-URGENT,Clerk#000000836,0,ding dependencies boost f
4202019,105386,F,211650.13,1993-12-26,5-LOW,Clerk#000000028,0,ole. carefully special d
4202020,20587,O,85022.25,1997-09-30,5-LOW,Clerk#000000842,0, fluffily regular packages. fluffily special foxes use. slyly final pa
4202021,87673,O,296051.22,1997-05-22,4-NOT SPECIFIED,Clerk#000000147,0,h slyly quickly even requests. unusual courts sleep blithel
4202022,53812,F,137761.26,1993-08-27,4-NOT SPECIFIED,Clerk#000000482,0,int carefully. slyly un
4202023,54007,O,163762.28,1997-11-22,2-HIGH,Clerk#000000714,0,"slyly bold theodolites are slyly about the regular, ex"
4202048,13445,O,51952.02,1995-10-15,5-LOW,Clerk#000000338,0,ep quickly. carefully regular accounts cajo
4202049,54805,F,276239.29,1993-01-04,2-HIGH,Clerk#000000891,0,c dependencies mold slyly. even
4202050,84394,F,136333.46,1992-08-13,4-NOT SPECIFIED,Clerk#000000526,0,ss the carefully bold theodolites. regular de
4202051,127387,O,107593.77,1996-11-24,1-URGENT,Clerk#000000059,0,arefully even packages alongside o
4202052,36070,F,56840.34,1993-11-22,1-URGENT,Clerk#000000120,0,ly regular accounts. ironic pac
4202053,66598,F,144703.00,1993-08-16,2-HIGH,Clerk#000000587,0," even, ironic grouches. slyly iron"
4202054,133810,F,207214.35,1993-10-25,1-URGENT,Clerk#000000265,0,sly bold deposits will have to cajole qu
4202055,141751,O,12190.51,1995-04-23,5-LOW,Clerk#000000824,0,p blithely. carefully regular pinto beans are against the 
4202080,84698,F,405650.20,1994-12-08,4-NOT SPECIFIED,Clerk#000000283,0,gular pinto beans. instructions wake fl
4202081,10174,F,322872.14,1992-07-26,3-MEDIUM,Clerk#000000391,0,urts cajole. quickly permanent requests 
4202082,129358,F,77903.02,1993-09-12,3-MEDIUM,Clerk#000000073,0,at the regular ideas promise permanently blithely even
4202083,18505,O,123410.32,1998-01-22,1-URGENT,Clerk#000000918,0,"nal theodolites integrate around the even, even deposits. regular t"
4202084,50590,F,196234.85,1992-09-24,1-URGENT,Clerk#000000549,0,totes wake carefully special deposits. the
4202085,57703,O,167611.40,1998-07-22,3-MEDIUM,Clerk#000000057,0,ar accounts. final packages hinder blithely against t
4202086,63370,O,91493.00,1995-07-23,3-MEDIUM,Clerk#000000227,0,the regular platelets cajole
4202087,43733,O,9726.65,1996-04-24,1-URGENT,Clerk#000000804,0, are along the regular deposits. ironic accounts are slyly about the
4202112,5897,F,122318.04,1993-03-03,2-HIGH,Clerk#000000929,0,"instructions boost quickly final, even requests. blithely silent pinto"
4202113,110656,O,160485.28,1996-06-08,4-NOT SPECIFIED,Clerk#000000545,0,gle. quickly final packages haggle carefully. furiously final accou
4202114,85798,F,120652.05,1993-06-20,2-HIGH,Clerk#000000776,0,refully. quickly regular deposits are blithely furiously 
4202115,45589,O,84718.43,1995-11-16,1-URGENT,Clerk#000000005,0,tealthily slow theodolites along the fluffily silent ideas believe 
4202116,149263,F,54692.51,1993-03-06,2-HIGH,Clerk#000000196,0,luffily around the carefully regular sauternes.
4202117,40990,F,42888.25,1993-04-28,3-MEDIUM,Clerk#000000261,0, ideas. quickly regular dolphins wake fluffily. r
4202118,116119,O,154335.86,1996-03-30,5-LOW,Clerk#000000495,0,bold theodolites wake slyly fur
4202119,83075,F,68862.73,1993-04-18,3-MEDIUM,Clerk#000000121,0,sual accounts are quickly silent sentiments. final deposits are
4202144,34873,O,123222.50,1996-11-10,2-HIGH,Clerk#000000108,0, furiously above the carefully bold patterns. ironic packages
4202145,56908,O,143477.92,1997-02-25,4-NOT SPECIFIED,Clerk#000000060,0,sly against the fluffily final depths-- even dolphins grow fluffily. dogged
4202146,19201,F,163679.57,1993-03-25,2-HIGH,Clerk#000000986,0,g theodolites haggle ca
4202147,47422,F,151641.73,1994-04-14,3-MEDIUM,Clerk#000000275,0, theodolites! furiously even excuses are. slyly even requests sleep. fluffily 
4202148,71171,O,5298.17,1998-07-31,1-URGENT,Clerk#000000199,0,its play slyly alongside of the quickly express dolphins. express depe
4202149,61670,O,230259.90,1996-07-11,2-HIGH,Clerk#000000774,0,ickly. final requests haggle slyly across 
4202150,131075,F,137550.18,1993-03-27,2-HIGH,Clerk#000000979,0,fter the asymptotes wa
4202151,72136,O,212049.34,1996-09-24,4-NOT SPECIFIED,Clerk#000000220,0,"press, busy theodolites nag fluffily. requests are carefully against the car"
4202176,68587,F,218484.31,1992-11-07,4-NOT SPECIFIED,Clerk#000000908,0,l pinto beans. blithely express
4202177,110026,F,122829.77,1992-10-20,3-MEDIUM,Clerk#000000205,0,ge furiously across the theodolites. unusual warthogs serve slyly. slyl
4202178,136004,O,68477.01,1997-05-08,1-URGENT,Clerk#000000949,0,ing to the express deposits sleep carefully about the regular excu
4202179,116692,F,77368.66,1994-06-17,1-URGENT,Clerk#000000926,0,"olites haggle. bold, ironic packages "
4202180,123526,O,304595.32,1996-08-24,5-LOW,Clerk#000000022,0, according to the blithely regular deposit
4202181,78737,F,92952.47,1992-08-03,1-URGENT,Clerk#000000982,0,"es haggle. carefully even requests impress. sly, even"
4202182,28999,O,206314.94,1997-11-25,3-MEDIUM,Clerk#000000248,0,hely regular instructions. carefully stealthy court
4202183,5056,F,297678.44,1993-07-04,1-URGENT,Clerk#000000947,0,he slyly special warthogs. furiously ironic s
4202208,55648,O,18246.16,1996-01-09,3-MEDIUM,Clerk#000000377,0,pendencies. closely bold asymptotes print carefully. final reques
4202209,143413,O,284241.35,1997-11-17,5-LOW,Clerk#000000564,0,rding to the furiously unusual packages are fluffily furiously
4202210,139465,F,9044.90,1994-02-02,1-URGENT,Clerk#000000306,0,ngside of the slyly unusual ideas! 
4202211,77701,F,199933.63,1993-06-27,4-NOT SPECIFIED,Clerk#000000531,0,es. quickly close depe
4202212,19283,O,232754.45,1998-01-06,5-LOW,Clerk#000000818,0,quests run slyly. thinly bold ideas according to the even requests need to u
4202213,75367,F,1772.67,1992-05-12,4-NOT SPECIFIED,Clerk#000000323,0,e carefully even packages. fina
4202214,60034,F,33273.79,1993-04-22,4-NOT SPECIFIED,Clerk#000000871,0, ironic dependencies. ironic 
4202215,70459,F,322008.62,1994-02-23,1-URGENT,Clerk#000000812,0, carefully above the even packages. i
4202240,76700,O,134585.41,1995-08-29,4-NOT SPECIFIED,Clerk#000000388,0,ole quickly regular pinto beans. carefully even deposits should hagg
4202241,132938,F,60809.34,1994-09-11,4-NOT SPECIFIED,Clerk#000000015,0,age slyly. slyly bold packages use. blithely dogged deposits wake. b
4202242,31612,F,198102.15,1994-08-30,1-URGENT,Clerk#000000721,0,s cajole alongside of 
4202243,130391,F,29260.72,1993-07-02,1-URGENT,Clerk#000000163,0,"nts wake along the regular, bold packages. carefu"
4202244,125345,O,152346.18,1996-09-06,1-URGENT,Clerk#000000365,0,efully careful theodolites use quickly slyl
4202245,60983,F,144893.54,1995-02-24,1-URGENT,Clerk#000000565,0,ithely even asymptotes sleep slyly final deposits. furiously even request
4202246,133760,F,163621.49,1993-12-14,5-LOW,Clerk#000000151,0,ar accounts. sometimes special p
4202247,46034,F,5153.41,1992-09-08,2-HIGH,Clerk#000000655,0,sly final courts promise car
4202272,131042,F,83598.27,1992-04-24,5-LOW,Clerk#000000730,0,"c, bold accounts agai"
4202273,112399,F,158354.32,1992-03-23,1-URGENT,Clerk#000000517,0,eodolites. carefully final ideas nag about the deposits-- expr
4202274,114901,F,92730.29,1993-09-06,2-HIGH,Clerk#000000939,0,rts. slyly bold asymptotes sleep blithely about the blithely final requests.
4202275,20746,O,219350.18,1997-03-22,5-LOW,Clerk#000000986,0,structions boost furiously. thinly even packages haggle fluffily regular asym
4202276,53759,O,258874.95,1997-05-01,5-LOW,Clerk#000000869,0,ly around the unusual dolphins. bli
4202277,73532,F,154725.77,1995-03-06,2-HIGH,Clerk#000000681,0,"deas. even, final in"
4202278,143894,O,82621.21,1997-06-14,4-NOT SPECIFIED,Clerk#000000577,0,"d, ironic requests. blithely bold instructions are ironic packages. slyly "
4202279,126013,F,12997.31,1992-07-24,3-MEDIUM,Clerk#000000077,0, slyly bold ideas. final packages haggle quickly furious
4202304,31766,O,184762.92,1998-02-28,1-URGENT,Clerk#000000299,0,ronic deposits affix boldly. fluffily pending ideas wake. carefully s
4202305,33688,O,53228.42,1998-05-20,4-NOT SPECIFIED,Clerk#000000857,0,"lyly bold deposits; silent, pending"
4202306,80545,F,36057.53,1994-07-13,3-MEDIUM,Clerk#000000642,0,ly even asymptotes. quickly bold pinto beans detect fur
4202307,104933,O,174024.71,1996-08-22,1-URGENT,Clerk#000000869,0, bold ideas solve sl
4202308,42184,O,29951.35,1996-03-25,5-LOW,Clerk#000000672,0,xpress asymptotes cajole. quickly ironic decoys s
4202309,84727,O,62290.86,1997-03-05,2-HIGH,Clerk#000000814,0,ular deposits. express requests print furiousl
4202310,42682,F,80052.52,1992-04-19,3-MEDIUM,Clerk#000000194,0,he furiously final requests cajol
4202311,31304,O,211335.45,1996-11-20,4-NOT SPECIFIED,Clerk#000000011,0," ironic packages. final, special packages wake quickly carefully regular fre"
4202336,70027,O,260407.90,1998-02-10,1-URGENT,Clerk#000000226,0,gle according to the slyly final hockey players. furiously reg
4202337,19198,P,199165.34,1995-04-16,4-NOT SPECIFIED,Clerk#000000798,0,xcuses. even instructions cajole carefully near the s
4202338,7042,F,62222.39,1993-07-20,4-NOT SPECIFIED,Clerk#000000650,0,"nto beans serve carefully. ironic, final deposits poach. car"
4202339,125645,F,392236.60,1992-04-06,2-HIGH,Clerk#000000848,0,ly. pending deposits lose beh
4202340,14890,O,180900.02,1998-08-01,2-HIGH,Clerk#000000571,0,y ironic foxes use furiously ironic excuses. accounts about the decoys c
4202341,33989,F,219845.28,1994-01-26,4-NOT SPECIFIED,Clerk#000000542,0,"inal deposits haggle furiously platelets. regular, iron"
4202342,53020,F,271745.42,1992-06-04,3-MEDIUM,Clerk#000000231,0,ave packages nag afte
4202343,104872,F,170561.02,1992-06-26,2-HIGH,Clerk#000000735,0,e bold deposits. even instructions alongside of th
4202368,73919,F,289873.60,1993-02-13,4-NOT SPECIFIED,Clerk#000000735,0,deposits affix. quickly express packages are bl
4202369,47725,F,43003.72,1992-04-23,5-LOW,Clerk#000000113,0,uickly final platelets 
4202370,51026,F,215125.76,1992-04-19,2-HIGH,Clerk#000000246,0,ckages. slyly quick foxes boost carefully. carefully i
4202371,38590,F,199652.28,1992-05-16,2-HIGH,Clerk#000000486,0,cial deposits print furiously across the accoun
4202372,123068,F,17569.75,1993-02-09,2-HIGH,Clerk#000000461,0,lose theodolites. slyly pending packages according to the fluffi
4202373,46343,O,244854.45,1997-01-16,2-HIGH,Clerk#000000174,0,ckages. accounts about the fluffily permanent pinto beans a
4202374,73159,F,113322.97,1995-01-28,1-URGENT,Clerk#000000760,0,ut the carefully regular requests haggle carefully slyly unus
4202375,23929,O,298485.03,1997-11-11,2-HIGH,Clerk#000000553,0,even ideas wake furiously between 
4202400,147415,O,184519.45,1995-07-01,1-URGENT,Clerk#000000411,0,ly carefully pending requests. final packages boost sometimes. sp
4202401,45377,O,26457.78,1998-03-19,3-MEDIUM,Clerk#000000765,0,ronic ideas use furiousl
4202402,48224,F,154137.02,1993-11-04,1-URGENT,Clerk#000000534,0,e furiously. slowly regular accounts detect above the 
4202403,48952,O,189253.76,1996-03-14,4-NOT SPECIFIED,Clerk#000000033,0, instructions cajol
4202404,115633,O,82702.11,1996-01-03,2-HIGH,Clerk#000000979,0,"posits integrate even, ironic foxes"
4202405,24140,F,8059.08,1993-07-04,5-LOW,Clerk#000000275,0,carefully regular theodolites haggle blith
4202406,118075,F,41433.18,1994-04-23,2-HIGH,Clerk#000000674,0,ar platelets; fluffily final foxes nag carefully furiously regular packages. b
4202407,135536,O,76255.51,1997-11-16,5-LOW,Clerk#000000289,0, blithely special instructions. quickly even pains 
4202432,40154,O,153890.24,1995-08-22,1-URGENT,Clerk#000000230,0,. fluffily ironic requests are. blithely regular requ
4202433,8429,F,187561.36,1993-11-09,3-MEDIUM,Clerk#000000961,0,"utside the ironic, regular theodolites cajole car"
4202434,63086,F,75220.93,1992-05-19,3-MEDIUM,Clerk#000000496,0,t blithely. doggedly special requests boost carefully bold 
4202435,80932,F,231462.75,1992-04-09,1-URGENT,Clerk#000000646,0,iously final ideas. final foxe
4202436,149737,O,148035.83,1997-12-19,3-MEDIUM,Clerk#000000664,0,lly even dependencies 
4202437,58090,O,199003.15,1996-04-16,4-NOT SPECIFIED,Clerk#000000503,0,"wake according to the even, final p"
4202438,114152,O,167893.79,1995-07-13,3-MEDIUM,Clerk#000000267,0,e slyly regular tithes. requests until the q
4202439,47932,O,51766.63,1995-09-19,2-HIGH,Clerk#000000759,0,ng theodolites haggle ironicall
4202464,80009,O,247555.98,1996-02-25,1-URGENT,Clerk#000000404,0,about the requests. slyly bold ideas could wa
4202465,101675,F,210529.20,1992-02-23,5-LOW,Clerk#000000778,0,packages. express requests are after the closely regular ideas. stealth
4202466,42034,O,59927.12,1996-10-28,5-LOW,Clerk#000000328,0, sheaves according to the blithely unusual 
4202467,101108,O,153473.05,1996-04-05,5-LOW,Clerk#000000512,0,lites sleep blithely after the regular accounts. asymptotes ha
4202468,111832,O,85717.76,1997-01-17,5-LOW,Clerk#000000165,0,. fluffily regular warhorses cajole above the final 
4202469,53758,F,152076.83,1993-02-06,2-HIGH,Clerk#000000357,0,ic pinto beans use after the fluffily exp
4202470,50794,O,73247.37,1996-12-17,1-URGENT,Clerk#000000802,0, nag furiously carefully special pinto beans. ironic packages cajo
4202471,30583,F,180217.83,1993-06-22,1-URGENT,Clerk#000000302,0,lly whithout the carefully unusual asymptotes. dependenc
4202496,78091,F,130094.18,1994-04-30,5-LOW,Clerk#000000654,0,ronic deposits cajole against
4202497,92605,O,326311.58,1996-02-12,4-NOT SPECIFIED,Clerk#000000632,0,"nding dolphins. final, even the"
4202498,8395,O,30016.57,1996-12-11,1-URGENT,Clerk#000000325,0,eodolites. carefully special packages integrate furiously. car
4202499,77473,F,110924.76,1992-03-01,1-URGENT,Clerk#000000725,0,"s ideas haggle quickly carefully even courts. silent, reg"
4202500,73858,F,87027.50,1992-11-18,1-URGENT,Clerk#000000173,0,ly final accounts may are. fu
4202501,52579,O,252777.63,1996-06-26,2-HIGH,Clerk#000000106,0,y ironic deposits sublate slyly. slyly ex
4202502,40915,O,166219.94,1997-05-02,4-NOT SPECIFIED,Clerk#000000772,0,"ix blithely across the special, slow court"
4202503,32677,F,159475.31,1992-10-29,3-MEDIUM,Clerk#000000889,0,y final accounts. slyly regula
4202528,23543,F,187608.12,1994-07-29,5-LOW,Clerk#000000379,0,ns. idly ironic deposits against the slyly 
4202529,133669,O,112325.18,1998-06-10,4-NOT SPECIFIED,Clerk#000000366,0,slyly special theodolites are; fluffily regul
4202530,24031,O,72217.25,1998-06-25,3-MEDIUM,Clerk#000000612,0,ke fluffily against the ev
4202531,62959,F,228749.83,1993-06-18,2-HIGH,Clerk#000000739,0,yly bold platelets. ev
4202532,50884,F,236259.41,1992-07-21,4-NOT SPECIFIED,Clerk#000000567,0,yly! bold deposits detect. regular de
4202533,50432,O,200540.25,1997-12-08,1-URGENT,Clerk#000000391,0,ses. pending dolphins affix quickly quickly unusual asymptotes. fluf
4202534,110126,O,68362.87,1996-01-19,2-HIGH,Clerk#000000473,0,arefully ironic packages use fluffily.
4202535,37096,F,88114.37,1993-09-01,3-MEDIUM,Clerk#000000830,0,ial theodolites according to the depen
4202560,48211,F,63719.43,1993-07-17,2-HIGH,Clerk#000000462,0,xcuses after the caref
4202561,123824,O,144637.30,1997-05-19,4-NOT SPECIFIED,Clerk#000000417,0,its kindle according to 
4202562,4849,F,248693.89,1994-10-06,3-MEDIUM,Clerk#000000558,0,t slyly special deposits. slyly ironic accounts according t
4202563,35926,O,49036.04,1997-03-25,3-MEDIUM,Clerk#000000600,0,blithely after the furiously even acc
4202564,55301,O,197852.12,1997-11-17,5-LOW,Clerk#000000259,0,s. furiously express deposits are 
4202565,29398,O,166277.87,1997-09-23,2-HIGH,Clerk#000000508,0,ic deposits. blithely special depos
4202566,135367,F,225555.07,1992-06-12,4-NOT SPECIFIED,Clerk#000000443,0,ep. excuses around the quickly bold instructions daz
4202567,60635,O,230559.14,1997-12-08,3-MEDIUM,Clerk#000000176,0,se slyly carefully express packages. express requests s
4202592,133733,F,117757.38,1992-04-07,3-MEDIUM,Clerk#000000967,0,requests sleep furiously: express gr
4202593,33958,F,177174.52,1992-04-11,4-NOT SPECIFIED,Clerk#000000495,0,xcuses. requests haggle furiously against the ruthlessly e
4202594,121646,F,248258.83,1993-05-11,4-NOT SPECIFIED,Clerk#000000170,0,arefully ironic dolphins need to impress quickly according to the pinto bea
4202595,144131,F,110742.43,1994-09-23,5-LOW,Clerk#000000184,0,dolites. furiously bold requests eat along the slyly
4202596,48326,F,319030.66,1993-08-12,3-MEDIUM,Clerk#000000202,0,le among the idle deposits. slyly
4202597,113558,F,56293.25,1992-06-22,1-URGENT,Clerk#000000044,0,ly pending theodolites. 
4202598,106336,F,179327.04,1994-06-30,1-URGENT,Clerk#000000251,0,ly regular asymptotes. pending asymptot
4202599,67051,O,244349.06,1998-07-15,2-HIGH,Clerk#000000333,0,"ithely special deposits-- special, final packages breach slyly; packages amon"
4202624,110032,O,158452.27,1996-05-03,3-MEDIUM,Clerk#000000379,0,"lly even instructions. even, pending platelets cajole quickly regu"
4202625,104845,O,35500.98,1996-01-10,3-MEDIUM,Clerk#000000683,0,egular accounts wake around the slyly final warhorses. q
4202626,71966,F,83501.10,1994-05-25,5-LOW,Clerk#000000108,0, courts. carefully pending requests are ca
4202627,75881,F,157715.05,1992-06-28,3-MEDIUM,Clerk#000000201,0,ess packages. furiously ironic accounts use permanent accounts. pending
4202628,20464,O,296487.40,1998-06-04,1-URGENT,Clerk#000000178,0,ironic packages cajole blithely slyly 
4202629,113029,O,221289.00,1997-08-25,2-HIGH,Clerk#000000350,0,sleep quickly. slyly special fo
4202630,73664,O,160300.52,1995-10-27,2-HIGH,Clerk#000000206,0,nic deposits wake quickl
4202631,111679,F,56764.93,1993-01-28,5-LOW,Clerk#000000770,0,t ideas alongside of
4202656,16537,F,177695.69,1992-06-24,5-LOW,Clerk#000000339,0,ly dogged forges sleep carefully across 
4202657,117634,O,7081.42,1995-03-22,1-URGENT,Clerk#000000994,0,ggle across the pending asymptotes! furiously
4202658,62185,F,266837.31,1993-11-13,1-URGENT,Clerk#000000575,0,olites across the furiously ironic deposits haggle against
4202659,64105,F,131932.57,1994-05-05,2-HIGH,Clerk#000000921,0,ounts boost. quickly even requests could have to are ac
4202660,81181,F,49049.40,1993-01-05,4-NOT SPECIFIED,Clerk#000000133,0,ross the furiously even theodolites. carefully brave accounts above 
4202661,127976,F,284689.04,1992-08-27,3-MEDIUM,Clerk#000000021,0,"hes. regular, final packages wake blithel"
4202662,35857,O,267195.20,1995-05-18,3-MEDIUM,Clerk#000000103,0,e carefully. slyly silent deposits aro
4202663,72916,F,92456.75,1993-03-01,3-MEDIUM,Clerk#000000935,0, the foxes haggle c
4202688,144979,O,135822.88,1996-12-10,1-URGENT,Clerk#000000303,0,ep about the fluffily final accounts. fluffily bold depths are for th
4202689,50107,O,6466.43,1995-11-27,3-MEDIUM,Clerk#000000513,0,"structions. bold, ironic deposits affix. blithely"
4202690,24655,O,148352.02,1995-09-10,5-LOW,Clerk#000000662,0,ndencies. slyly bold packages haggle blithel
4202691,57806,F,151289.59,1995-03-13,2-HIGH,Clerk#000000403,0,ly regular accounts above the furiously final accoun
4202692,136966,F,180384.78,1993-09-09,5-LOW,Clerk#000000445,0,s. even packages nag slyly above the bli
4202693,62162,F,303457.18,1993-03-09,2-HIGH,Clerk#000000991,0,y express packages alongside of
4202694,149302,O,71829.08,1998-02-04,4-NOT SPECIFIED,Clerk#000000429,0,"mptotes wake furiously carefully regular asymptotes-- even, even ac"
4202695,85222,F,304068.82,1995-02-08,3-MEDIUM,Clerk#000000620,0,ly pending packages-- blithely bold deposits at the regula
4202720,114919,F,25668.36,1993-08-12,3-MEDIUM,Clerk#000000051,0,ven decoys. pending in
4202721,12974,F,83768.95,1995-03-25,4-NOT SPECIFIED,Clerk#000000776,0,"as. even, ironic de"
4202722,99808,F,345786.86,1994-06-09,4-NOT SPECIFIED,Clerk#000000621,0,fter the fluffily ironic accounts. orbits haggle sly
4202723,8438,F,178377.26,1994-07-27,5-LOW,Clerk#000000966,0,c accounts cajole quickly across the frays. quickly special requests along 
4202724,54103,O,218633.02,1996-07-19,1-URGENT,Clerk#000000138,0,"final excuses use blithely special, final requests. carefully special r"
4202725,148528,F,256022.32,1993-07-04,4-NOT SPECIFIED,Clerk#000000790,0,usual depths. deposits solve ironic depths. quickly even requests around 
4202726,9772,F,79945.71,1992-02-22,2-HIGH,Clerk#000000391,0,ccounts use furiously according to the slyly final instructions. depende
4202727,134965,F,67778.15,1992-07-26,4-NOT SPECIFIED,Clerk#000000334,0,mong the blithely regular war
4202752,44152,O,16370.67,1996-08-11,2-HIGH,Clerk#000000030,0,lyly quickly sly requests. furious
4202753,137395,O,169546.67,1997-08-13,4-NOT SPECIFIED,Clerk#000000079,0,ourts. quickly final packages unwind quickly regular pinto bean
4202754,86962,F,193743.64,1993-07-12,4-NOT SPECIFIED,Clerk#000000644,0,s use slyly around the blithely bold frets. instructions afte
4202755,87973,F,30101.98,1993-02-21,5-LOW,Clerk#000000651,0,ole slyly along the blithely express accounts. theodolites wake. blithely fina
4202756,6568,O,291498.80,1997-10-04,2-HIGH,Clerk#000000537,0,"iously deposits. express, final ac"
4202757,137911,O,232799.01,1997-05-09,3-MEDIUM,Clerk#000000202,0,osits try to wake ironic instruc
4202758,59791,F,261497.04,1993-08-21,2-HIGH,Clerk#000000472,0,requests boost carefully at the special ideas. carefully
4202759,25862,O,31000.13,1995-09-14,2-HIGH,Clerk#000000391,0,nto beans. furiously special deposits play carefully express package
4202784,109045,F,131061.04,1994-05-01,5-LOW,Clerk#000000832,0, ironic deposits nag furiously along the qu
4202785,6055,O,264778.76,1996-09-26,4-NOT SPECIFIED,Clerk#000000169,0,s are fluffily. fluffily final excuses detect ironic instructions. regular
4202786,57850,O,161587.94,1996-04-26,4-NOT SPECIFIED,Clerk#000000447,0,ly ironic platelets. blithely ironic dolphins slee
4202787,110144,O,83517.77,1997-03-02,3-MEDIUM,Clerk#000000863,0,ests. quickly permanent platelets
4202788,28669,F,283334.13,1994-05-25,5-LOW,Clerk#000000861,0,"he slyly bold packages. special, fin"
4202789,34546,O,42066.75,1998-02-25,1-URGENT,Clerk#000000860,0,ckly ironic requests. q
4202790,114565,O,35188.58,1995-12-06,1-URGENT,Clerk#000000605,0,riously requests. ir
4202791,76042,O,77316.27,1996-03-28,5-LOW,Clerk#000000432,0, quickly ironic platelets detect slowly 
4202816,15826,O,117470.25,1997-03-23,3-MEDIUM,Clerk#000000803,0,"al patterns wake along the ironic, pending dolphins. quick"
4202817,6424,O,70147.97,1997-08-09,2-HIGH,Clerk#000000209,0,g the furiously silent pinto beans cajol
4202818,93041,O,183449.82,1996-03-05,2-HIGH,Clerk#000000352,0,lly blithely regular acc
4202819,127997,F,184902.29,1993-03-04,5-LOW,Clerk#000000792,0,thely idle foxes. final requests haggle
4202820,85988,F,192617.30,1994-01-20,1-URGENT,Clerk#000000277,0,ily along the requests. decoys haggle slyly accord
4202821,94714,F,108448.31,1993-01-26,1-URGENT,Clerk#000000744,0, blithely close pac
4202822,38080,O,142435.03,1995-08-01,3-MEDIUM,Clerk#000000621,0, foxes. furiously regular excuses are quickly never expre
4202823,110383,O,100676.54,1995-06-09,2-HIGH,Clerk#000000101,0,eep fluffily fluffily
4202848,148939,F,116437.10,1994-10-11,1-URGENT,Clerk#000000981,0,ously even requests. slyly regular packages
4202849,144404,O,186278.15,1996-08-06,4-NOT SPECIFIED,Clerk#000000977,0,"totes sleep regular, regul"
